uid,freq_play_last_21_days,avg_playtime_last_21_days,freq_play_last_14_days,avg_playtime_last_14_days,freq_play_last_7_days,avg_playtime_last_7_days,freq_play_last_3_days,avg_playtime_last_3_days,freq_play_last_1_days,avg_playtime_last_1_days,Churn,device
838955.0,5,209.4,2.0,210.5,,,,,,,1.0,ar
1901839.0,425,150.83529411764707,309.0,147.62783171521036,167.0,130.0119760479042,56.0,129.10714285714286,3.0,222.33333333333334,0.0,ar
2163514.0,81,145.74074074074073,81.0,145.74074074074073,26.0,97.92307692307692,25.0,94.32,,,0.0,ar
2280694.0,10,117.8,7.0,95.0,,,,,,,1.0,ar
2285308.0,21,96.9047619047619,20.0,95.6,19.0,99.0,11.0,107.81818181818181,11.0,107.81818181818181,0.0,ar
2380836.0,18,235187.16666666666,,,,,,,,,1.0,ar
2468662.0,123,222.71544715447155,54.0,242.0185185185185,,,,,,,1.0,ar
3414451.0,336,245.10714285714286,336.0,245.10714285714286,128.0,249.2265625,1.0,136.0,,,0.0,ar
3752046.0,35,69.48571428571428,22.0,84.36363636363636,6.0,56.0,3.0,83.0,,,0.0,ar
4334792.0,1,0.0,1.0,0.0,1.0,0.0,,,,,1.0,ar
4464683.0,83,228.3975903614458,7.0,258.14285714285717,,,,,,,1.0,ar
5597959.0,41,106.07317073170732,27.0,117.03703703703704,6.0,111.16666666666667,6.0,111.16666666666667,6.0,111.16666666666667,0.0,ar
5767785.0,19,119.78947368421052,15.0,116.66666666666667,7.0,144.57142857142858,,,,,1.0,ar
7533076.0,79,120.48101265822785,67.0,123.2089552238806,20.0,137.6,19.0,135.31578947368422,4.0,198.0,0.0,ar
7651934.0,3,197.33333333333334,,,,,,,,,1.0,ar
7910960.0,826,52.10048426150121,810.0,49.004938271604935,750.0,37.37866666666667,530.0,26.42641509433962,14.0,214.14285714285714,0.0,ar
8298686.0,25,57.84,25.0,57.84,25.0,57.84,25.0,57.84,,,0.0,ar
8304133.0,167,89.77245508982035,51.0,119.19607843137256,,,,,,,0.0,ar
8712754.0,165,207.14545454545456,146.0,207.36301369863014,103.0,205.32038834951456,,,,,0.0,ar
8853855.0,110,143.6818181818182,98.0,152.3877551020408,98.0,152.3877551020408,62.0,212.06451612903226,,,0.0,ar
10843908.0,789,247.14448669201522,450.0,274.41333333333336,291.0,276.27147766323026,107.0,279.98130841121497,43.0,260.16279069767444,0.0,ar
10972120.0,47,132.3404255319149,19.0,227.94736842105263,9.0,245.44444444444446,9.0,245.44444444444446,5.0,227.6,1.0,ar
13033063.0,42,439.0,,,,,,,,,1.0,ar
13404618.0,645,235.34728682170544,399.0,240.27067669172934,359.0,238.25626740947075,213.0,235.18309859154928,2.0,242.0,1.0,ar
14780539.0,123,175.4471544715447,123.0,175.4471544715447,123.0,175.4471544715447,59.0,231.88135593220338,46.0,234.5,0.0,ip
14916895.0,161,81.95031055900621,130.0,83.93846153846154,74.0,59.148648648648646,14.0,166.78571428571428,10.0,202.2,0.0,ar
